Comment,Annotation,label,text_len
"​ Munda, br ambedkar,sardar Patel, nilambar ,pitambar,tilka manjhi,chamar rejiment, ye sab tere ristedaar the kya be manuwadi",Hatespeech,0,17
"Arre, ye chamar log toh bas reservation ka faida uthate hain! 😠😡 Koi kaam dhandha toh hai nahi inka.",Hatespeech,0,19
"Dekh bhai, bhangi log toh aise hi hote hain, saaf safai ka toh inko pata hi nahi. 🤢",Hatespeech,0,18
Kuch fayda nhi hindu ek nahi rahega so sad aur pure desh par musalman Raj karega abhi bhi time hain hindu he ek Dharm apnao sabhi dalit Brahman he ban jao kyu ke insaniyat kisi main rahe nahi,Hatespeech,0,38
In bhangi logon ko toh bas gaali dene ka mann karta hai. They are so irritating yaar! 😡,Hatespeech,0,18
बीं बी सी केवल हिन्दुओ को बाँटने का काम करती है भाई मुसलमानो मे 72 जातियाँ है वे सभी एक दूसरे को मुसलमान तक मानने  को तैयार नही है जैसे अहमदिया दाऊदी बोहरा  शिया  हजारा,Not Hatespeech,1,35
"Hu Uber चाचा आप समझे नहीं।
जब खुद का धर्म ही जातियों के कारण बिखरा हुआ है तो दूसरे धर्म की जातियाँ गिना के क्या साबित करना चाहते हो।
होती होंगी जातियाँ दूसरे धर्मों में भी but हिंदुओं में ही lower casts को कभी मंदिरों में नही जाने दिया जाता, कभी उन्हें घोड़ी पर बारात नही निकलने दिया जाता और तो और मूछ रखने पर भी उन्हें मार भी दिया जाता है।",Not Hatespeech,1,72
"When time come to religion fight all category (sc,st,obc, general) is Hindu otherwise they shows, you have your own cast",Not Hatespeech,1,20
+sonali gautam confrontation will lead no where.,Not Hatespeech,1,7
"ho tumne likha hai use dubara padho, aur kuch samajh aa raha hai to mujhe bhi samjhana kya likha hai tumne",Not Hatespeech,1,21
Kattar Hindu valmiki pasi and others caste hoga but chamar and jatav nhi hoga itna mai bahut responsibility se kah skta hu😂😂😂😂😂😂,Hatespeech,0,22
क्या BBC वाले ऐसी reporting करने की सोच रखते हैं ISLAM की बहुत सारी इंसानियत विरोधी customs के बारे में,Not Hatespeech,1,20
"मैं सबसे request करता हूं।  जिस धर्म में हमारा सम्मान नही उसे छोड़ देना ही बेहतर होगा।🙏🙏
धर्म समनता, और सम्मान सिखाता हैं।  जहा सम्मान नही वहा क्यो रहना। 
100 दिन कायरो के जैसे जीने से अच्छा 1 दिन सम्मान से जिया जाए।",Not Hatespeech,1,43
"Saare brahman ek jaise hote hain, dikhawe ke liye achhe",Hatespeech,0,10
अगर हमारे बाबासाहेब को नही मानते तो हम भी किसी देवीदेवता को नहीं मानते.,Not Hatespeech,1,14
To kabse dalit ho geye aur yogi aur modi ki mentality jante hai ham tabhi unko criticise karte hai aur ham hi nahi aur bahut karte hai tum sirf ye bhul jata dalit vote ki vajh se tumhare ye yogi jaise log cm bante hai 3 percentage Brahmin ki vajh se nahi,Not Hatespeech,1,52
"Kya bc, baniya kabhi sudharenge? Inka toh dhandha hi chalu hai logon ko lootne ka.",Hatespeech,0,15
Typical toolkit. Job of few channel and people are trying to identify dalit in news. If dalit is behind the crime than they link it with rss and if the crime against dalit than they try to link it with caste system.,Not Hatespeech,1,42
I m general but muje ye caste System paand nhi jab Sab bhagwan ne bnae h same Type se born hote h to koi pure and impure kese hogya mne bhi pehle dekha tha hmare village me kuch to muje vo jra bhi acha nhi lga but ajkl log padhe likhe hore h change hore h discrimination khatam honi chahie bilkul hi and Sab indians ko ek hona chahie and hate krna h to hmare Enemy Nations ko kro apne hi bhai behno k sath Aişe krte h kuch log  ek din to marna hi h sbne upar bhi jawab dena h Jake so Believe in eqality,Not Hatespeech,1,107
tf you mean,Not Hatespeech,1,3
Aaj bhi hamare gaon m bhut dalit h lekin sab swantra reh rhe h unke acche bure samay m hum hi sath rethe h sabka apna apna nazriya h joh jesa sochta h waisa ban jata h,Not Hatespeech,1,37
After SC st act no one talk about these things and u also use reservation don't use this for ur propoganda abhi bhi batana chahate ho 🙏.,Not Hatespeech,1,27
"Mujhe(sc)  bhi kuch aisa hi laga..i me caste feeling toh hai logo me but itna nhi hota ki log bhag jaye chod kar,mere sath toh ulta hai..jab bhi maine caste batai mere sath aur log jude",Not Hatespeech,1,36
"Yeh bhangi log toh bas gandagi failate hai. Koi kaam dhanda nahi, bas reservation ki roti khao! 😡",Hatespeech,0,18
", please dont use such cheesy sensationalist music in your videos. Come on you can do better",Not Hatespeech,1,17
Kya fayda in brahman ko padha likha ke? Dimaag toh inka wahi purana hi hai -,Hatespeech,0,16
"In chamar logo ko toh koi izzat hi nahi deni chahiye, bc. 😡",Hatespeech,0,13
"Dekho, dhobi log aaj bhi wohi ghatiya kaam kar rahe hain, koi progress nahi. 🤮",Hatespeech,0,15
"In bhangi auraton ko toh bas kaam karne ka hi pata hai, koi izzat nahi hai inki. 😡",Hatespeech,0,18
In bhangi logon ki toh aukaat hi nahi hai hum thakur logon ke saamne baat karne ki. Ekdum ghatiya! 😡,Hatespeech,0,20
Kya bhangi log bhi kabhi samajhdaar ho sakte hain? 🙄 They're always so backward!,Hatespeech,0,14
"Jay bhim,
Savidhan hi hamara surksha kavach he",Not Hatespeech,1,8
Do something that all Dalits can convert into Christianity / Buddhism.....😓,Not Hatespeech,1,11
In bhangi logon ko toh koi izzat hi nahi deta. They are always begging for everything. 😠🤮,Hatespeech,0,17
"Dekha hai kabhi dom ko aage badhte hue? Inka toh destiny hi yahi hai, doing menial jobs 😒",Hatespeech,0,18
"Kya brahmin bhi koi insaan hai? Matlab, bas apne aapko superior samajhte hain aur dusron ko",Hatespeech,0,16
"आप सब कुछ कर सकते हो,  अगर जिंदगी में कुछ बढ़ा करना चाहते हो तो बाबा साहेब और विवेकान्द को जरूर पढ़े......  
मुश्किलों samay मे गीता को पढ़े।",Not Hatespeech,1,28
सही किया हैं jatav समाज ने मैं राजपूत समाज से पूछना चाहता हूं रोड पर उनकी यात्रा निकालती हैं तो आप को दिक्कत नहीं होनी चाहिए आप के साथ jatav समाज सही कर रहा हैं मैं jatav समाज को ❤❤❤❤❤🎉🎉🎉🎉,Not Hatespeech,1,40
"In bhangi logon ko koi izzat nahi karta. They are just good for cleaning toilets, smh 🙄",Hatespeech,0,17
ठाकुर समाज को अपनी सोच बदलनी चाहिए दलित समाज जयंती मनाता है तो दिक्क़त क्यों आप लोग भी तो महाराणा प्रताप जयंती मनाते हो दलितों ने दिक्क़त की तो तुम क्यों परेशान करते हो इन लोगो को ये भी अपने है भाई,Not Hatespeech,1,42
"Kya dhobi hain yaar, inki toh soch hi neechi hai. Kabhi nahi sudhrenge. 🤮",Hatespeech,0,14
Apne ko Buddhist bolo na. Kiyo brahman ki di hue gaali ko bol te ho. Hindu dharam ke hisab se mai jatav hu but hum shudra to Buddhist the. Apna itihas pado to pata chal jayega SC hi is desh ka raja tha.,Not Hatespeech,1,43
"Dekho bhai, in dhobi jaise log hamesha humare peeche pade rehte hain. In",Hatespeech,0,13
In bhangi logon ko toh gaon se bahar nikal dena chahiye. They are a disgrace! 😠,Hatespeech,0,16
"rathodI was also belong to  very poor family but from upper caste... nobody helped me for upliftment ..I am self made man... so why you only need upliftment in life for education is ok. but upliftment for job,girls marriage, for loan etc.",Not Hatespeech,1,42
"In ch ke bachho ko koi izzat nahi deni chahiye, bc. 😡",Hatespeech,0,12
ye konsi army h,Not Hatespeech,1,4
Nhi dominance ki ladai nhi hai..dalit kai liye ye ladai izzat aur saman se jeene ka hai.....,Not Hatespeech,1,17
"Daliton ke hindu hone ka ek hi tarika hai, dalit jab muslim ko marega woh hindu mana jayega.
Jab hindu dalit ko marega  to marnewala hindu mana jayega.
Daliton ko nicha hi rakhna hoga. Yahi bharat ki pahchan hai.",Hatespeech,0,39
Kyo jhuth bolti ho mere branch manager Dalit hai mere bhut sare dost hai Jo sc St se belong krte h. Kbhi bhi Maine apne Ghar ya samaj me aesa kuchh nhi dekha bs paper tv aur tum jaise logo par hi dekhta hai mere gaav ka Pradhan bhi Paswan hai sc cast but koi bhedvah nhi.,Not Hatespeech,1,57
Meri city mein bhi aisa hota hai yahan log hume mandir mein jane se mna krte hai,Not Hatespeech,1,17
Kya hai ye dalit log? Reservation ke naam pe desh ko barbaad kar rahe hain. 😠😠,Hatespeech,0,16
"Arre yaar, yeh chamaar log na, bas reservation ka fayda uthate hain. 🙄 Koi kaam toh karte nahi.",Hatespeech,0,18
kya dikhaye ga SC/ST act hai tumpe bhi lag sakta hai jyada uchalo mat,Not Hatespeech,1,14
In bhangi logon ko toh bas gandi naali mein hi rehna chahiye. 🤮 Sab dalit milke desh ko barbaad kar rahe hain!,Hatespeech,0,22
"Dekho, dom caste wale toh hamesha piche hi rehte hain. Samaj mein koi izzat nahi hai unki. 😒",Hatespeech,0,18
"Abe, ye chamar log toh bas reservation ka faida uthate hain. Koi kaam toh karte nahi! 😠",Hatespeech,0,17
But never give up,Not Hatespeech,1,4
पावर ऑफ जाटव 💪💪,Not Hatespeech,1,4
"Abe, yeh chamar log toh bas reservation ka faayda uthate hain. Koi kaam toh karte nahi, bas aaraam se baithke khaate hain! 😡",Hatespeech,0,23
"In saare chamar logon ko toh bas reservation chahiye, kuch kaam toh karte nahi. 🙄",Hatespeech,0,15
In bhangi logon ko toh bas gandagi hi karni aati hai. Saaf-suthra rehna toh inke bas ki baat nahi. 🤮,Hatespeech,0,20
Yeh dhobi toh hamesha reservation ki baat karte hain. Koi kaam dhandha nahi hai inke paas. 😤,Hatespeech,0,17
Upper caste waale toh bas baniya logon ko loot te hain.😡 Yeh toh business karne ke naam pe bas paisa banaate,Hatespeech,0,21
Hum jhoote aur tum sache.,Not Hatespeech,1,5
"Abe chamar log, tum logon ko toh sirf gaali dene ka haq hai, samajh aaya? 😠",Hatespeech,0,16
Haa Bhai tum hindu nahi ho,Not Hatespeech,1,6
"Agar Muslim ,dalit untouchable hai to phir touchable hai kon",Not Hatespeech,1,10
​  kya specialty  hai bro  kaise  yum badi jaati ke ho.,Not Hatespeech,1,11
Ho jaane do gazwa e hind kya fark padta hai. Aaj hindu hai kal Musalman ho jayenge kya dikkat hai,Not Hatespeech,1,20
Jai rajputana jai ram ram,Not Hatespeech,1,5
जय वाल्मीकि जय श्री राम 🙏🙏🙏,Not Hatespeech,1,6
सब लड़ मरो बना दो भारत को सीरिया साले मील जुल के रहने में मौत आरही है,Hatespeech,0,17
"Yeh chamar log toh bas reservation ki wajah se aage badh rahe hain, warna inki koi aukaat nahi hai! 😡",Hatespeech,0,20
"mam wo  chutiye hai aur rahe ge
jo ye bhi nahi samjh sakte ki desh mai kya prabhw padta hai",Hatespeech,0,20
"Abe, ye chamar log toh sirf reservation ki wajah se aage badh rahe hai. Koi aukat nahi hai inki! 😡",Hatespeech,0,20
"ये दलित जब पेले जा रहे थे। वो भूल गए
और अभी भी पेले जा रहे हैं 😂😂😂",Hatespeech,0,18
In dalit logon ki toh aukaat hi nahi hai humare barabar aane ki. Apni jagah mein raho!,Hatespeech,0,17
I don't know why she is still hindu .... Become budhist,Not Hatespeech,1,11
"Dekh bhai, reservation toh in 🤬🤬🤬 ko mil gaya, par inki aukat toh wahi hai.",Hatespeech,0,15
"Yeh brahmin khud ko superior samajhte hain, par andar se toh...🤮. They are so full of themselves!",Hatespeech,0,17
"Indian government should teach children in education system ! 
About equality of every person ,
Every person have same Right and should be respected equally",Not Hatespeech,1,25
"Madam, reservation ke baare mein bhi kuch kahe!! Reservation in jobs ! Vowwww amazinggg 😺😺😺😺😺😺😺",Not Hatespeech,1,15
"भीम का उत्तर 

क्षत्रीय, छत्रप, बाहुबली बोलते हो ख़ुद को ,
डराने को, अपने डर को और मुझ को

अरे जली हुई रस्सियों के... तने हुए बल!
कलियुग् में कालातीत हुए,.. कमजोर दिल!
महाराणा नहीं, अरे जयचंद के निकृष्ट अंश
सुधार कर कर्म अपना, बचा खुद का विध्वंस 


क्षत्रीय को नहीं सुहाती ऐशी बातें,  
अंगारों में बीती हों जिसकी रातें,

जो निडर जाते , वीर भूमि में रण को !
न्योछावर कर जाते, अपना जीवन मातृदेश को!
छत्रप वही, जो निकल पड़े, भारत भूमि की मर्यादा  को!
कितने ही महाराणाओं ने, भेंट किया अपना सबकुछ, जन्म भूमि को !
जहां अग्नि को समर्पित कर जाती, निर्भीक छत्राणि अपने तन को!
जिससे छू ना सके कोई दुर्जन, निश्चेत शव को, 
ओज और प्रेम से भरे अकलुष्, निर्मल मन को!

जीवन ही जिसका हो अनंत संघर्ष 
जिनके मन में समाया हो हिंद का उत्कर्ष,
वीरता होती जिसके जीवन का चरमोत्कर्ष
जिसने बलिदान किया हो, अपने तन का शीर्ष


उस वीर पृथ्वीराज को तुम याद करो
और अपने वर्तमान कर्म पर धीरज धरो


कब तक दबे हुए मनुज को और दबाओगे,
कब तक  झूठी शान में बाहूज कहलाओगे,
कब तक अकड़े हुए काठ के वीर बतलाओगे
कमजोर, दलित, पिछड़ो को कब तक और शताओगे।

अब नहीं … आया है अब कुछ नया युग,
बुद्ध , गांधी, अंबेडकर के चिंतन से भरा युग,
अकूत अशेष अवसरों, संभावनाओं से पटा युग

अब नहीं चलेगी दुराचार और चरित्रहीनता
अब नहीं चलेगी तुम्हारी दुशासन स्वभावशीलता
ज़रूर कोई भीम खड़ा होगा इस युग में
लक्ष्य किए, अपनी गदा तेरी जंघा पे
अगर पड़ी तेरी कुदृष्टि किसी अबला पे
फूलन देवी बन, कटार धरेगी तेरी गर्दन पे

तू अब यह प्रहार झेल ना पाएगा
अपने मन को कलुषित् ना कर पाएगा

विचार अपने कर्म तू , इस कलियुग में
कर द्वन्द, अब तू कर इसे, अपने मन में

पंछीप्रेमी🦅",Not Hatespeech,1,300
